idx,SPLINE_X,SPLINE_Y,SENSOR_TIMESTAMP,SENSOR_PRESSURE,SENSOR_ALTITUDE,SENSOR_AZIMUTH
0,279.5535583496094,183.8004608154297,1722443386312.812,0.3500000000000002,0.59,0.73
0,279.859619140625,183.8004913330078,1722443386312.815,0.3500000000000002,0.59,0.73
0,280.169921875,183.80047607421875,1722443386312.819,0.3600000000000002,0.59,0.73
0,280.4696960449219,183.8004608154297,1722443386312.823,0.3600000000000002,0.59,0.73
0,280.7593688964844,183.8004608154297,1722443386312.827,0.3700000000000002,0.59,0.73
0,281.046142578125,183.8004608154297,1722443386312.83,0.3700000000000002,0.59,0.73
0,281.3316650390625,183.8004608154297,1722443386312.835,0.3700000000000002,0.59,0.73
0,281.6089172363281,183.8004608154297,1722443386312.839,0.3800000000000002,0.59,0.73
0,281.864990234375,183.8004608154297,1722443386312.843,0.3800000000000002,0.59,0.73
0,282.0999755859375,183.8004608154297,1722443386312.847,0.3800000000000002,0.59,0.73
